id,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.easting,samplingPoint.northing,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,samplingPurpose,sampleMaterialType,determinand.notation,determinand.prefLabel,result,unit
https://environment.data.gov.uk/water-quality/sampling-point/NW-88021782/sample/5379321/observation/0061,NW-88021782,MIDDLE LEE FARM SPRING  SD55/10,356290,455960,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,GROUNDWATER - SPRING,2025-02-13T09:03:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,61,pH,7.4,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-88021782/sample/5390049/observation/0061,NW-88021782,MIDDLE LEE FARM SPRING  SD55/10,356290,455960,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,GROUNDWATER - SPRING,2025-08-12T11:29:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,61,pH,7.4,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-88021978/sample/5380815/observation/0061,NW-88021978,"BELL HILL FARMHOUSE, LITTLEDALE, LANCASTER",355400,461300,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,GROUNDWATER - SPRING,2025-03-07T09:22:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,61,pH,6.3,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-88021978/sample/5392778/observation/0061,NW-88021978,"BELL HILL FARMHOUSE, LITTLEDALE, LANCASTER",355400,461300,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,GROUNDWATER - SPRING,2025-09-26T08:51:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),GROUNDWATER,61,pH,6,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN0348/sample/5378675/observation/0061,NW-RSN0348,RSN0348 WYRE D/S SPARROW GILL,353031,453993,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-01-29T11:19:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.98,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN0348/sample/5380500/observation/0061,NW-RSN0348,RSN0348 WYRE D/S SPARROW GILL,353031,453993,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-02-28T14:17:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,8.04,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN0348/sample/5381930/observation/0061,NW-RSN0348,RSN0348 WYRE D/S SPARROW GILL,353031,453993,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-03-26T12:35:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,8.82,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN0348/sample/5382618/observation/0061,NW-RSN0348,RSN0348 WYRE D/S SPARROW GILL,353031,453993,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-04-09T11:55:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,8.65,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN0348/sample/5384009/observation/0061,NW-RSN0348,RSN0348 WYRE D/S SPARROW GILL,353031,453993,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-05-02T09:58:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,8.1,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN0348/sample/5385956/observation/0061,NW-RSN0348,RSN0348 WYRE D/S SPARROW GILL,353031,453993,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-06-09T09:41:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.91,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN0348/sample/5387841/observation/0061,NW-RSN0348,RSN0348 WYRE D/S SPARROW GILL,353031,453993,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-07-07T09:54:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.78,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN0348/sample/5390002/observation/0061,NW-RSN0348,RSN0348 WYRE D/S SPARROW GILL,353031,453993,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-08-12T09:46:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,8.48,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN0348/sample/5392560/observation/0061,NW-RSN0348,RSN0348 WYRE D/S SPARROW GILL,353031,453993,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-09-22T10:23:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,8.28,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN0348/sample/5394143/observation/0061,NW-RSN0348,RSN0348 WYRE D/S SPARROW GILL,353031,453993,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-10-16T11:55:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,8.11,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN0348/sample/5396116/observation/0061,NW-RSN0348,RSN0348 WYRE D/S SPARROW GILL,353031,453993,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-11-24T11:59:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.55,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN0348/sample/5397885/observation/0061,NW-RSN0348,RSN0348 WYRE D/S SPARROW GILL,353031,453993,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-12-15T10:24:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.8,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN1320/sample/5376876/observation/0061,NW-RSN1320,RSN1320 GRIZEDALE BROOK @ PEDDERS WOOD,351460,448044,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-01-14T10:05:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.42,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN1320/sample/5379166/observation/0061,NW-RSN1320,RSN1320 GRIZEDALE BROOK @ PEDDERS WOOD,351460,448044,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-02-11T10:53:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.47,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN1320/sample/5380520/observation/0061,NW-RSN1320,RSN1320 GRIZEDALE BROOK @ PEDDERS WOOD,351460,448044,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-03-03T08:42:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.75,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN1320/sample/5382287/observation/0061,NW-RSN1320,RSN1320 GRIZEDALE BROOK @ PEDDERS WOOD,351460,448044,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-04-03T14:12:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.65,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN1320/sample/5384283/observation/0061,NW-RSN1320,RSN1320 GRIZEDALE BROOK @ PEDDERS WOOD,351460,448044,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-05-09T10:31:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.84,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN1320/sample/5385958/observation/0061,NW-RSN1320,RSN1320 GRIZEDALE BROOK @ PEDDERS WOOD,351460,448044,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-06-09T10:15:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.34,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN1320/sample/5388513/observation/0061,NW-RSN1320,RSN1320 GRIZEDALE BROOK @ PEDDERS WOOD,351460,448044,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-07-21T12:31:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.6,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN1320/sample/5390621/observation/0061,NW-RSN1320,RSN1320 GRIZEDALE BROOK @ PEDDERS WOOD,351460,448044,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-08-26T13:13:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.6,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN1320/sample/5392564/observation/0061,NW-RSN1320,RSN1320 GRIZEDALE BROOK @ PEDDERS WOOD,351460,448044,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-09-22T10:44:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,8.17,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN1320/sample/5393730/observation/0061,NW-RSN1320,RSN1320 GRIZEDALE BROOK @ PEDDERS WOOD,351460,448044,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-10-06T10:11:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.34,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN1320/sample/5395912/observation/0061,NW-RSN1320,RSN1320 GRIZEDALE BROOK @ PEDDERS WOOD,351460,448044,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-11-17T10:24:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.36,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NW-RSN1320/sample/5397546/observation/0061,NW-RSN1320,RSN1320 GRIZEDALE BROOK @ PEDDERS WOOD,351460,448044,NorthWest,NORTH WEST - CUMBRIA AND LANCASHIRE,MORECAMBE BAY,OPEN,FRESHWATER - RIVERS,2025-12-10T11:29:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.96,PH UNITS
